"session","session_id","study_id","created","modified","ended","expired","remind_situation","situ_nerv","situ_rela","situ_care","situ_blue","situ_irri","situ_bala","situ_soci","situ_asse","situ_subo","situ_acti","situ_pass","situ_enth","situ_symp","situ_aloo","situ_kind","situ_poli","situ_susp","situ_trus","situ_orga","situ_tidy","situ_lazy","situ_dili","situ_thou","situ_reli","situ_arti","situ_curi","situ_conv","situ_trad","typical_week","suit_nerv","suit_rela","suit_care","suit_blue","suit_irri","suit_bala","suit_soci","suit_asse","suit_subo","suit_acti","suit_pass","suit_enth","suit_symp","suit_aloo","suit_kind","suit_poli","suit_susp","suit_trus","suit_orga","suit_tidy","suit_lazy","suit_dili","suit_thou","suit_reli","suit_arti","suit_curi","suit_conv","suit_trad","traits","selected_items","unclarity","ot_unclarity"
"7JiL1dZ09Hr_Qwr3ZhStKgcxSJIx6OAxAUlf8QPvhSlUYfChyyqMO6OmEHThYDEv","1060","15","2024-07-09 21:57:33","2024-07-11 00:58:15","2024-07-11 00:58:15","","An hour ago I was catching the bus to go to class, at the closest bus stop to my house. I was alone.","2","8","8","5","1","8","5","6","4","8","10","7","8","6","8","9","1","8","8","8","6","7","6","7","5","6","5","5","I would usually go to the gym with one of my friend, hangout with my friends, go to the grocery store, and go to university for classes","8","8","6","7","7","7","8","6","1","9","8","7","9","2","7","8","2","3","7","6","7","6","7","5","8","7","1","1","tidy,artistic,conventional,sympathetic,trustful,thoughtless,sociable,subordinate,reliable,balanced,aloof,polite,lazy,relaxed,nervous,passive,suspicious,kind,active,irritable,organized,curious,carefree,assertive,enthusiastic,diligent,blue,traditional","conventional,subordinate","3, 8","Conventional because it is a bit tricky to understand how is it rated. How can we describe one to be conventional, in what way, and what scale do we follow to rate one's conventionality? 

Subordinate because there's a lack of precision on how subordinate is defined. What is a person like when they're subordinate during the week?"
"xxz7HSFpcYCqC6lcP6hBLd8GsJ1ZNHSjFMqiAVJrNQwylbEDhEfVFMs6A5k0_F8g","1063","15","2024-07-09 22:28:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WxcSX1Wd0MKWWYhs-MASL72BWyrq5pW7WZcLpCr6NzJD9dY-efqGJOq-ZAim21l0","1066","15","2024-07-09 22:29:19","2024-07-09 22:38:24","2024-07-09 22:38:24","","An hour ago I was sat in the library by myself studying. ","7","1","1","3","2","6","5","1","1","1","1","1","6","1","1","10","1","1","10","7","1","10","1","1","6","1","3","5","In a typical week I go to work and interact with my coworkers, I go to the UBC campus to go to class and to study where I interact with other classmates and sometimes friends, and I go home to relax, sleep, eat, etc... where I interact with my family. ","6","5","1","5","8","2","7","7","1","1","3","1","8","3","9","10","1","7","10","10","5","6","1","8","1","1","1","1","assertive,subordinate,blue,carefree,conventional,reliable,diligent,enthusiastic,polite,lazy,nervous,curious,organized,relaxed,aloof,kind,traditional,sociable,active,suspicious,tidy,irritable,artistic,balanced,thoughtless,sympathetic,passive,trustful","subordinate,conventional,traditional","2, 5, 17","I understand the meaning of these words but I do not understand how they are applied to these questions and how you would interpret them to be related to these questions. "
"WdMPR5g_ZLI1FSN9KD6NDCpsdX6bdFyArA3E8yhv7WaYP4VOjMMaOjwSUxdi0yYq","1070","15","2024-07-09 22:40:04","2024-07-09 22:46:25","2024-07-09 22:46:25","","I was watching my psychology lecture video from my dining room table with my roommate on the porch behind me with the door open. ","1","7","6","2","4","6","9","3","5","3","4","4","7","5","6","5","1","6","7","7","7","4","2","5","4","3","5","4","I go to the university campus on Tuesdays and thursdays by bus or car. On wednesdays, i work in the morning before having bible study in the evenings near my house. On Thursday and Friday, I work as a lifeguard at a pool near my parents house. On Saturday mornings I teach swimming lessons to kids and on Sunday mornings I go to church. ","8","10","5","6","9","8","10","9","4","9","7","10","7","7","9","7","8","10","10","8","10","7","7","10","10","8","7","7","thoughtless,polite,diligent,relaxed,trustful,balanced,aloof,nervous,active,carefree,reliable,passive,traditional,sympathetic,tidy,curious,kind,sociable,irritable,artistic,blue,enthusiastic,assertive,conventional,lazy,suspicious,organized,subordinate","aloof,traditional,conventional,subordinate","7, 13, 24, 28","I have heard of all these words before but not very often so I am not really sure what their definitions are in this context especially with conventional and subordinate. 
"
"dgjAVRoSdsYEpzMc7p9ovoe_iGEAmCyWQgJBWDxDGTXGuVLE-CbKClLxfognfJnq","1076","15","2024-07-09 22:50:22","2024-07-09 22:58:39","2024-07-09 22:58:40","","I was at the gym and talking to a friend","3","10","10","2","1","10","10","9","10","10","1","10","10","1","10","10","1","10","10","9","1","10","2","10","3","7","10","10","Gym, work, school","5","10","3","6","6","7","7","8","7","7","4","7","8","3","9","10","2","6","10","7","4","5","2","7","6","6","8","10","relaxed,irritable,subordinate,assertive,kind,polite,aloof,carefree,organized,passive,curious,reliable,active,trustful,balanced,diligent,nervous,enthusiastic,artistic,lazy,conventional,thoughtless,sympathetic,traditional,sociable,suspicious,blue,tidy","","",""
"7Jm81eLyVNMNAR9jFmg1jKz1Ue6gXdiFD32IU6cmQ-6Bnv8CrfL8G6nC9rBEull8","1085","15","2024-07-10 01:03:21","2024-07-10 01:13:01","2024-07-10 01:13:01","","An hour ago, I was at home alone in the dining room. I had my laptop out and I was preparing to do an online quiz for my psychology course. ","6","7","4","3","5","7","2","3","5","3","4","3","5","4","6","4","4","5","7","7","3","7","3","6","3","7","5","3","In a typical week (within the last year or so), I go to class on the weekdays and study in between classes. Sometimes I will meet up with friends for a meal or to get together. On the weekend I am usually studying. On Sundays I sometimes go to church and volunteer. ","4","6","6","3","2","7","6","2","5","4","3","6","6","2","8","7","2","9","8","7","6","7","4","7","8","5","7","6","enthusiastic,trustful,assertive,tidy,sociable,diligent,aloof,lazy,irritable,balanced,thoughtless,polite,kind,reliable,active,sympathetic,nervous,blue,traditional,curious,relaxed,carefree,conventional,suspicious,passive,subordinate,organized,artistic","aloof,subordinate","7, 26","I don't often hear these words in daily conversation. Although I have come across these words when reading, I wouldn't know how to apply it to myself because I don't fully know the meaning."
"XDJy7J9xCWrZGYiwQl5yEzV86RGFB5yq3DCc_x4HGLzYlrUWEej9vn0qsH2YKTrh","1091","15","2024-07-10 01:33:28","2024-07-10 01:39:22","2024-07-10 01:39:22","","in class sitting by myself, listening to lecture. Bad allergies. ","1","2","2","4","4","5","1","1","5","1","8","2","1","1","2","3","1","5","6","5","4","6","1","5","1","5","4","1","I like to play hockey 3x a week to improve as Im getting back into the sport. I gym 5-6x a week. Hang out with friends maybe once every 2 weeks. Hang out with two dogs.","8","4","1","8","3","4","1","6","5","10","4","4","8","1","8","6","2","6","4","4","4","4","1","7","4","4","4","4","subordinate,trustful,reliable,enthusiastic,thoughtless,artistic,organized,balanced,suspicious,tidy,curious,kind,conventional,traditional,relaxed,sympathetic,polite,passive,irritable,blue,lazy,nervous,sociable,aloof,diligent,active,assertive,carefree","aloof","24","Don't know exactly what it means. Too lazy to search it up to be honest."
"ExpTY_ocuBCT2P1DuZbcMBy4oppGHWyya3cHH9uxDhXTGoGprQYGS8mgv6lHhEtS","1099","15","2024-07-10 06:24:55","2024-07-10 06:27:57","2024-07-10 06:27:57","","i was alone and i was walking to the store","1","9","8","2","2","7","8","7","2","8","2","9","6","6","8","8","2","9","8","5","2","6","2","7","7","8","6","8","work, interact with best friend roxanna, facetime family, workout","4","6","2","3","4","8","8","6","3","8","4","8","8","5","8","8","2","8","8","8","3","8","5","8","6","7","5","6","traditional,carefree,curious,blue,suspicious,active,enthusiastic,kind,polite,organized,diligent,artistic,subordinate,irritable,sociable,relaxed,sympathetic,aloof,assertive,passive,nervous,reliable,lazy,tidy,conventional,thoughtless,balanced,trustful","aloof","18","i dont know what it means in the context of my response"
"7C35DkJg4YTCOi83icGUS99cyls30-u0JoYipVFL9fXHNi5uXgh8G9mg_IkePa_h","1110","15","2024-07-10 12:51:43","2024-07-10 12:52:35","","","I was in the bathroom taking a shower.","","","8","","","7","","","1","3","","5","","","3","","","1","","","3","","","1","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"drqu2EaxX7uXO8P7gOPumc8qw2PoQirPoF421YJ6r_QqyZGdArvXoz6z3l69w9qu","1131","15","2024-07-10 21:07:19","2024-07-10 21:14:05","2024-07-10 21:14:05","","I was at home just woken up, getting ready to start my day (showering, cleaning up etc) I was alone","5","8","10","1","1","6","1","1","1","10","1","9","1","7","5","2","1","6","8","8","2","4","1","4","4","8","3","2","typically I spend my week lazing around or studying with my girlfriends. we usually hang at the library or somebody's house. normally we just talk and or drink","3","7","8","7","8","4","6","8","3","7","8","7","9","7","8","9","2","9","7","6","7","4","2","7","4","9","6","3","kind,diligent,sympathetic,balanced,conventional,reliable,polite,artistic,suspicious,nervous,thoughtless,lazy,aloof,traditional,blue,passive,organized,sociable,relaxed,tidy,enthusiastic,trustful,active,carefree,subordinate,irritable,assertive,curious","balanced,conventional,aloof,traditional","4, 5, 13, 14","I dont understand the context in which these words are being used. traditional and conventional in what sense ?"
"G_h0_ZXDNJ-7rA7w0-biadxGIROTdqxtr4owEMNLl57L_9yB3f7AJIQBDekwjybG","1138","15","2024-07-10 23:07:42","2024-07-10 23:56:53","2024-07-10 23:56:53","","I was home, alone in my room, trying to register for my Winter courses. I was so stressed out because my registration date started 4 hours ago, which meant that a lot of the courses I wanted to register for were full. Eventually, I emailed my academic advisor, hoping for the best.  ","6","3","3","6","8","3","3","3","5","4","6","4","3","8","3","3","3","3","3","5","5","5","8","3","3","3","3","2","On Mondays, Wednesdays, and Fridays, I would wake up at 10 a.m. and have breakfast. Then, I would just work on assignments/lecture notes and play with my brother throughout the day, including eating lunch and dinner with my family. On Tuesdays and Thursdays, I wake up at 7 a.m. to get ready for a 1 hr 15 min commute to UBC. After my 3 hour psyc lecture, I go to the Nest to have lunch and review the content discussed in class. Then, I would commute back home. ","5","7","6","3","4","7","5","5","3","8","3","8","3","3","8","8","5","7","7","6","5","8","3","6","5","6","8","8","subordinate,curious,aloof,organized,artistic,passive,reliable,enthusiastic,active,balanced,lazy,thoughtless,traditional,polite,suspicious,sympathetic,trustful,tidy,conventional,irritable,kind,sociable,blue,nervous,diligent,relaxed,assertive,carefree","aloof,passive,active,traditional,conventional,blue,carefree","3, 6, 9, 13, 19, 23, 28","I have an idea of what they mean, but I am not 100 percent sure if I used these words correctly to describe myself. They're also not words I typically use to express my thoughts and feelings. "
"NQrdVGyTHxnjLwUpGRljSrXcoH8j0GjmH1aSdtilL9J9w2zK6VFBRMMpqqOiOefN","1144","15","2024-07-11 00:23:58","2024-07-11 00:34:26","2024-07-11 00:34:26","","I was buying sushi from Honour Roll in the Nest. I was just by myself. ","7","6","8","4","2","6","6","5","3","3","9","3","3","6","6","8","1","4","4","8","7","3","7","3","1","3","9","3","I'm usually a homebody who likes to do things at home (watching videos on YouTube, Netflix, practicing guitar). I also like to go to the gym every night. When I go out, it's usually for class or to study at the library. Sometimes I meet up with a friend for dinner. ","8","8","6","8","6","4","5","4","8","8","8","3","7","7","5","7","5","5","6","5","6","5","8","5","8","6","8","3","tidy,artistic,enthusiastic,sociable,thoughtless,traditional,sympathetic,conventional,curious,trustful,carefree,active,lazy,aloof,blue,suspicious,balanced,kind,assertive,polite,organized,reliable,irritable,subordinate,nervous,passive,diligent,relaxed","","",""
"yFJ0rBK4NPzuytU7rzhF6v7Wka_Y6H-lVcwVJD9msQlk1TMf_VNdMCASIlhtHFAX","1155","15","2024-07-11 01:21:16","2024-07-11 01:28:26","2024-07-11 01:28:26","","So around an hour ago, i called my husband to ask when was he coming home to have lunch with me, he came around 20 mins later, i cut some salad, had lunch and watched netflix side by side. ","3","6","6","2","2","7","7","4","4","6","9","7","3","3","7","7","1","5","7","7","3","7","4","7","7","5","5","7","Typically, i work, attend university and spend time with my husband. So basically go to work, university and be at home. On my days off, i am mostly resting,. 
","5","3","2","2","9","5","7","6","3","9","4","5","7","3","7","7","4","6","5","3","4","9","2","6","5","9","6","5","blue,conventional,polite,nervous,balanced,trustful,suspicious,lazy,sociable,artistic,passive,irritable,curious,thoughtless,enthusiastic,reliable,sympathetic,kind,relaxed,subordinate,active,organized,assertive,carefree,diligent,tidy,aloof,traditional","blue,subordinate,aloof","1, 20, 27","Because i dont know the meaning of these words. "
"qOqMVpbXFb7dNj2j5-JaTMTB7pQg-woXcQaZYdRYqEijEFsU3DHmR7Ep237mhzzu","1158","15","2024-07-11 01:28:18","2024-07-11 01:33:18","2024-07-11 01:33:18","","I was attending a family studies lecture at university","5","7","5","5","7","6","5","5","6","4","8","7","5","6","6","5","4","4","6","7","6","5","4","7","5","5","6","6","university, work, dinner with friends, trying to find some time to work on journaling in between all these","4","6","5","3","4","5","4","5","3","4","4","6","4","4","7","6","5","7","4","6","7","5","7","3","7","6","6","4","lazy,aloof,artistic,balanced,suspicious,trustful,traditional,subordinate,passive,conventional,tidy,enthusiastic,relaxed,blue,active,assertive,kind,irritable,thoughtless,carefree,sociable,diligent,nervous,curious,polite,reliable,organized,sympathetic","","",""
"SDLK2acxlXGBOrBJEzxD2RP8sejxMAhlR-CNoaZyMY7T8DvV9NzG3SK7LqIUhC5B","1168","15","2024-07-11 05:58:13","2024-07-11 06:04:03","2024-07-11 06:04:03","","I was at home having dinner. I was feeling under the weather so I had soup even though it is peak summer and hot. ","5","1","1","3","10","1","1","1","1","1","9","1","6","1","1","3","10","1","1","4","10","1","7","1","1","1","2","1","Places I go to are work, outdoors, restaurant, bars, at home. I usually run, hike, hang out with friends, watch movies. ","7","4","7","1","4","5","8","8","4","10","3","8","10","3","10","10","1","9","2","6","4","8","1","9","1","7","5","4","artistic,conventional,trustful,nervous,relaxed,suspicious,reliable,assertive,lazy,carefree,organized,tidy,blue,sociable,active,curious,traditional,subordinate,aloof,polite,balanced,thoughtless,kind,irritable,enthusiastic,diligent,sympathetic,passive","blue,traditional,aloof","13, 17, 19","blue - I associated with sad 
traditional - it quite vague 
aloof - I'm 75% sure I understood the definition of the word"
"sPAmZNoAtkNBrL_WuKSMiYrNQMYxPEfIp9yDY3Oq8pNbECOgk2BzFbvz_n9fh2fy","1228","15","2024-07-11 21:40:11","2024-07-11 21:49:29","2024-07-11 21:49:29","","An hour ago I was in the University Builvard Building conducting the psychology experiment for slots. I was playing slots on a laptop, and there was another girl in the room on her laptop","8","3","10","1","8","9","7","7","10","1","4","8","3","3","10","10","2","10","9","9","5","3","4","1","7","9","8","9","On tuesdays and thursday i go to class at ubc, i travel there via car and i interact with my boyfriend. On friday i go to volunteer at an animal hospital, and i interact with the other people there very briefly. on the inbetween days im at home watching tv or doing homework","10","8","1","3","7","7","8","7","3","1","3","4","5","5","8","8","5","9","7","5","9","7","1","8","7","8","3","8","kind,conventional,blue,subordinate,sympathetic,relaxed,thoughtless,sociable,lazy,nervous,aloof,artistic,diligent,organized,passive,active,balanced,irritable,tidy,assertive,traditional,trustful,polite,suspicious,enthusiastic,curious,reliable,carefree","conventional,aloof,passive","2, 11, 15","I'm not entirely sure what is meant by the term conventional, such as being normal or convenient. To me, passive  correlates to being passive aggressive, like im not entirely sure"
